date,observer,oc,oce,source
2022-02-22,Lorenzo Betti,1.0,0.9,ExoClock observation
2022-02-22,Robert Roth,0.9,1.6,ExoClock observation
2021-05-12,Yves Jongen,1.7,1.0,ExoClock observation
2021-04-19,Ana\xc3\xabl W\xc3\xbcnsche,2.1,0.4,ExoClock observation
2021-04-01,Yves Jongen,3.3,1.0,ExoClock observation
2021-04-01,Yves Jongen,0.4,1.3,ExoClock observation
2021-03-10,Yves Jongen,-1.6,1.0,ExoClock observation
2021-02-15,Yves Jongen,-1.0,0.6,ExoClock observation
2020-02-15,Ana\xc3\xabl W\xc3\xbcnsche,-2.4,0.7,ExoClock observation
2019-03-03,Yves Jongen,2.3,0.7,ExoClock observation
2013-08-09,Anderson et al. 2017,-0.1,0.1,ExoClock literature
